traffic,item,Time,video,Image_index
w-outbound,None,2115,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,450
maj-s-onbound,,2115.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,451
w-outbound,None,2115.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,451
w-outbound,None,2115.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,457
min-s-onbound,,2115.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,460
w-outbound,None,2115.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,462
w-outbound,None,2115.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,464
w-outbound,None,2115.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,465
min-s-onbound,,2115.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,466
w-outbound,None,2115.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,468
w-outbound,None,2115.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,473
w-outbound,None,2115.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,474
w-outbound,None,2115.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,476
w-outbound,None,2116.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,484
maj-s-onbound,,2116.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,486
w-outbound,with food,2116.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,487
min-s-onbound,,2116.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,494
w-outbound,None,2116.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,494
w-outbound,None,2116.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,496
w-outbound,None,2116.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,501
w-outbound,with brood,2116.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,503
w-outbound,None,2116.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,504
w-outbound,None,2116.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,505
w-outbound,None,2116.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,506
w-outbound,None,2116.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,509
min-s-onbound,,2117.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,511
w-outbound,None,2117.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,513
w-outbound,None,2117.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,515
w-outbound,None,2117.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,516
w-outbound,None,2117.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,519
w-outbound,None,2117.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,520
w-outbound,None,2117.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,523
w-outbound,None,2117.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,524
w-outbound,with brood,2117.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,527
w-outbound,None,2117.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,528
w-inbound,None,2117.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,530
maj-s-onbound,,2117.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,531
w-outbound,None,2117.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,533
min-s-onbound,,2117.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,534
w-outbound,with brood,2117.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,538
w-outbound,None,2117.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,539
w-outbound,None,2118.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,542
w-outbound,None,2118.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,544
w-outbound,None,2118.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,547
w-outbound,None,2118.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,548
w-outbound,None,2118.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,549
w-outbound,None,2118.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,554
w-outbound,None,2118.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,555
w-outbound,None,2118.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,557
w-outbound,None,2118.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,558
w-outbound,None,2118.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,559
w-outbound,None,2118.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,563
w-outbound,None,2118.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,566
w-outbound,None,2118.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,567
w-outbound,None,2119,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,570
w-outbound,None,2119.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,571
min-s-onbound,,2119.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,573
w-outbound,None,2119.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,574
maj-s-onbound,,2119.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,576
w-outbound,None,2119.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,577
w-outbound,None,2119.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,580
w-outbound,None,2119.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,581
w-outbound,None,2119.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,582
min-s-onbound,,2119.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,585
w-outbound,None,2119.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,588
w-outbound,None,2119.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,589
maj-s-onbound,,2119.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,590
min-s-onbound,,2119.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,592
w-outbound,None,2119.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,596
w-outbound,None,2119.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,597
w-outbound,None,2119.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,598
w-outbound,None,2119.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,599
min-s-onbound,,2120.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,601
min-s-onbound,,2120.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,602
min-s-onbound,,2120.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,604
w-outbound,with food,2120.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,607
w-outbound,None,2120.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,610
w-outbound,None,2120.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,611
w-outbound,with brood,2120.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,614
w-outbound,None,2120.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,615
w-outbound,with brood,2120.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,618
w-outbound,with brood,2120.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,620
w-outbound,None,2120.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,623
w-outbound,with food,2120.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,624
w-outbound,None,2120.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,626
maj-s-onbound,,2121.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,632
min-s-onbound,,2121.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,633
w-outbound,None,2121.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,634
w-outbound,with brood,2121.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,635
w-outbound,None,2121.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,636
w-outbound,None,2121.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,637
w-outbound,with brood,2121.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,639
min-s-onbound,,2121.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,641
w-outbound,None,2121.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,642
min-s-onbound,,2121.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,645
w-outbound,with brood,2121.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,645
min-s-onbound,,2121.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,646
w-outbound,None,2121.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,647
w-outbound,None,2121.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,651
w-outbound,None,2121.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,652
w-outbound,None,2121.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,653
w-outbound,None,2121.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,654
w-outbound,None,2121.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,657
w-outbound,with food,2122.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,661
maj-s-onbound,,2122.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,662
w-outbound,None,2122.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,666
min-s-onbound,,2122.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,667
w-outbound,None,2122.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,668
min-s-onbound,,2122.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,669
w-outbound,None,2122.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,669
w-outbound,None,2122.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,673
w-outbound,None,2122.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,675
w-outbound,None,2122.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,676
w-outbound,None,2122.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,677
w-outbound,None,2122.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,680
min-s-onbound,,2122.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,684
maj-s-onbound,,2122.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,685
w-outbound,None,2122.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,688
min-s-onbound,,2122.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,689
maj-s-onbound,,2123.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,692
w-outbound,with brood,2123.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,695
w-outbound,None,2123.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,697
w-outbound,None,2123.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,698
w-outbound,None,2123.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,699
w-outbound,None,2123.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,705
min-s-onbound,,2123.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,706
w-outbound,None,2123.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,706
w-outbound,None,2123.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,709
min-s-onbound,,2123.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,712
maj-s-onbound,,2123.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,714
w-outbound,None,2123.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,715
w-outbound,None,2123.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,717
min-s-onbound,,2124,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,720
w-outbound,None,2124.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,724
w-outbound,with brood,2124.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,730
w-outbound,None,2124.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,731
min-s-onbound,,2124.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,732
w-outbound,None,2124.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,733
w-outbound,None,2124.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,738
w-outbound,None,2124.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,739
w-outbound,None,2124.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,740
w-outbound,None,2124.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,741
w-inbound,None,2124.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,744
w-outbound,None,2124.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,747
w-outbound,with brood,2124.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,748
maj-s-onbound,,2125,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,750
maj-s-onbound,,2125.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,753
min-s-onbound,,2125.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,754
maj-s-onbound,,2125.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,756
w-outbound,None,2125.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,757
w-outbound,with brood,2125.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,760
w-outbound,None,2125.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,761
w-outbound,None,2125.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,762
w-outbound,None,2125.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,766
w-outbound,None,2125.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,767
w-outbound,with brood,2125.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,769
w-outbound,None,2125.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,770
min-s-onbound,,2125.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,773
w-outbound,None,2125.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,775
min-s-onbound,,2125.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,777
w-outbound,None,2125.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,779
w-outbound,None,2126.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,782
w-outbound,None,2126.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,784
w-outbound,None,2126.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,786
w-outbound,None,2126.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,787
w-outbound,None,2126.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,790
w-outbound,with brood,2126.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,791
w-outbound,None,2126.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,797
min-s-onbound,,2126.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,798
w-outbound,None,2126.667,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,800
w-outbound,with food,2126.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,801
w-outbound,with food,2126.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,806
min-s-onbound,,2127.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,813
w-outbound,None,2127.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,817
w-outbound,None,2127.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,818
w-outbound,None,2127.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,824
w-outbound,with food,2127.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,826
w-outbound,None,2127.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,827
w-outbound,with food,2127.7,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,831
w-outbound,None,2127.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,836
w-outbound,None,2127.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,837
w-outbound,None,2127.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,838
w-outbound,with brood,2128.033,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,841
w-outbound,None,2128.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,848
w-outbound,None,2128.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,849
w-outbound,None,2128.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,851
min-s-onbound,,2128.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,852
w-outbound,None,2128.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,857
min-s-onbound,,2128.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,859
w-outbound,with brood,2128.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,863
w-outbound,None,2128.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,864
maj-s-onbound,,2128.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,866
w-outbound,with brood,2128.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,867
w-outbound,with brood,2128.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,868
w-outbound,with brood,2129.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,875
maj-s-onbound,,2129.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,876
w-outbound,with brood,2129.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,877
w-outbound,with food,2129.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,878
w-outbound,None,2129.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,884
w-outbound,None,2129.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,885
w-outbound,None,2129.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,886
w-outbound,None,2129.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,887
w-outbound,None,2129.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,892
w-outbound,with brood,2129.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,893
w-outbound,None,2129.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,894
w-outbound,with brood,2129.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,895
w-inbound,None,2130.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,903
w-outbound,None,2130.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,904
min-s-onbound,,2130.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,905
w-outbound,None,2130.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,905
w-outbound,None,2130.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,906
w-outbound,None,2130.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,913
w-outbound,with brood,2130.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,914
w-outbound,None,2130.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,916
w-outbound,None,2130.633,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,919
w-outbound,None,2130.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,922
w-outbound,None,2130.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,925
w-inbound,None,2130.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,926
min-s-onbound,,2130.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,928
w-outbound,None,2130.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,929
min-s-onbound,,2131.067,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,932
w-outbound,None,2131.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,933
w-outbound,None,2131.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,937
min-s-onbound,,2131.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,938
w-outbound,None,2131.333,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,940
w-outbound,None,2131.367,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,941
w-outbound,with food,2131.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,947
w-outbound,None,2131.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,948
w-outbound,None,2131.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,952
min-s-onbound,,2131.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,956
maj-s-onbound,,2131.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,957
w-outbound,None,2132,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,960
w-outbound,None,2132.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,964
maj-s-onbound,,2132.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,965
w-outbound,None,2132.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,972
w-outbound,None,2132.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,975
w-outbound,with brood,2132.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,977
w-outbound,None,2132.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,978
min-s-onbound,,2132.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,982
w-outbound,None,2132.8,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,984
maj-s-onbound,,2132.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,987
maj-s-onbound,,2132.967,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,989
w-outbound,None,2133.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,997
w-outbound,with brood,2133.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,998
maj-s-onbound,,2133.3,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,999
w-outbound,None,2133.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1006
maj-s-onbound,,2133.6,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1008
min-s-onbound,,2133.733,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1012
min-s-onbound,,2133.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1016
w-outbound,None,2133.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1016
w-outbound,None,2133.9,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1017
w-outbound,with brood,2134.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1023
w-outbound,None,2134.133,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1024
w-outbound,None,2134.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1027
w-outbound,None,2134.433,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1033
min-s-onbound,,2134.467,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1034
min-s-onbound,,2134.5,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1035
w-outbound,None,2134.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1036
min-s-onbound,,2134.767,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1043
w-outbound,None,2134.833,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1045
min-s-onbound,,2134.867,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1046
w-outbound,None,2134.933,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1048
w-outbound,None,2135.1,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1053
w-inbound,None,2135.167,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1055
w-outbound,None,2135.2,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1056
w-outbound,with food,2135.233,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1057
w-outbound,with brood,2135.267,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1058
min-s-onbound,,2135.4,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1062
w-outbound,None,2135.533,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1066
w-outbound,with brood,2135.567,videos\Lon_lon_NM23074_nest-emigration_230607_12_clip_0.mp4,1067
