traffic,item,Time,video,Image_index
w-outbound,None,75.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,477
w-outbound,with food,75.967,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,479
w-inbound,None,76,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,480
min-s-onbound,,76.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,485
w-outbound,None,76.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,486
w-outbound,with food,76.233,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,487
w-outbound,with brood,76.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,495
w-outbound,with brood,76.567,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,497
w-outbound,None,76.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,502
w-outbound,None,76.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,506
w-outbound,None,76.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,507
w-outbound,with food,77.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,515
w-outbound,None,77.3,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,519
w-outbound,with food,77.533,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,526
w-outbound,with food,77.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,536
w-inbound,None,78,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,540
w-outbound,with food,78.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,546
w-outbound,with food,78.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,552
w-outbound,with food,78.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,559
w-outbound,with brood,79.133,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,574
w-inbound,None,79.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,576
min-s-onbound,,79.6,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,588
w-inbound,None,79.8,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,594
w-inbound,None,80.067,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,602
nymph-outbound,None,80.7,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,621
w-inbound,None,81.267,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,638
maj-s-onbound,,81.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,656
w-outbound,None,81.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,657
maj-s-onbound,,82.1,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,663
w-outbound,with food,82.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,675
maj-s-onbound,,82.7,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,681
w-inbound,None,82.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,686
w-outbound,with food,83.333,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,700
w-inbound,None,83.367,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,701
w-inbound,None,83.467,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,704
w-outbound,None,83.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,712
w-inbound,None,83.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,716
w-outbound,with food,84.433,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,733
w-outbound,with food,84.533,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,736
w-outbound,with food,84.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,739
w-outbound,None,84.8,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,744
w-outbound,with brood,84.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,748
w-inbound,None,85.067,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,752
w-outbound,with brood,85.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,755
w-outbound,None,85.267,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,758
w-outbound,with brood,85.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,762
w-outbound,with food,85.533,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,766
w-inbound,None,85.567,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,767
w-outbound,with food,85.767,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,773
w-inbound,None,85.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,778
maj-s-inbound,,86.8,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,804
w-inbound,None,87.067,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,812
w-outbound,with food,87.567,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,827
w-outbound,with food,87.7,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,831
w-outbound,with food,87.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,837
w-outbound,with brood,88.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,845
nymph-outbound,None,88.467,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,854
w-outbound,with food,88.567,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,857
w-outbound,with food,88.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,866
w-outbound,None,88.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,868
w-outbound,with food,89.033,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,871
w-outbound,with food,89.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,875
w-outbound,with food,89.367,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,881
w-outbound,with food,89.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,889
w-outbound,with brood,89.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,898
w-outbound,with food,90,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,900
w-inbound,None,90.1,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,903
w-inbound,None,90.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,905
w-outbound,None,90.267,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,908
w-outbound,None,90.433,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,913
w-inbound,None,90.533,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,916
w-outbound,with food,90.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,919
w-outbound,with brood,90.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,922
w-inbound,None,91,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,930
w-outbound,with brood,91.067,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,932
w-outbound,with food,91.1,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,933
w-outbound,None,91.433,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,943
w-inbound,None,91.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,949
w-outbound,with brood,91.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,952
w-outbound,with food,92,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,960
w-outbound,with food,92.333,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,970
maj-s-onbound,,92.367,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,971
w-outbound,with food,92.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,979
w-outbound,with food,92.8,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,984
w-inbound,None,92.833,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,985
maj-s-onbound,,93.133,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,994
w-outbound,with food,93.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,995
w-outbound,with food,93.367,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1001
w-outbound,with brood,93.533,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1006
nymph-outbound,None,93.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1009
w-inbound,None,93.667,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1010
w-outbound,with food,93.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1017
w-outbound,with food,93.967,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1019
w-outbound,with brood,94.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1025
w-outbound,with brood,94.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1032
w-outbound,None,94.7,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1041
w-outbound,with food,94.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1046
w-outbound,with food,95.1,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1053
w-outbound,with food,95.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1056
w-inbound,None,95.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1062
w-outbound,None,95.6,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1068
w-inbound,None,95.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1069
min-s-onbound,,95.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1076
w-inbound,None,95.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1078
w-outbound,with brood,96.1,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1083
min-s-onbound,,96.3,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1089
w-outbound,with food,96.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1095
w-inbound,None,97.033,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1111
w-outbound,with food,97.1,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1113
w-outbound,with food,97.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1122
w-inbound,None,97.433,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1123
w-outbound,None,97.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1129
w-outbound,None,97.8,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1134
w-inbound,None,97.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1136
w-outbound,with food,98.067,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1142
w-outbound,with brood,98.367,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1151
w-outbound,with brood,98.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1159
w-outbound,with brood,98.833,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1165
w-outbound,None,99.133,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1174
w-outbound,with food,99.367,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1181
w-inbound,None,99.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1185
w-outbound,with food,99.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1189
min-s-onbound,,99.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1196
w-outbound,None,99.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1198
w-outbound,with brood,100.133,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1204
w-outbound,with brood,100.367,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1211
w-outbound,with brood,100.667,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1220
w-outbound,None,100.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1226
w-outbound,with food,100.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1228
w-outbound,with brood,101.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1235
w-outbound,with food,101.333,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1240
w-outbound,with food,101.367,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1241
w-outbound,with brood,101.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1249
w-outbound,with brood,101.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1252
w-outbound,with brood,102,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1260
w-outbound,with food,102.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1265
w-outbound,with food,102.367,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1271
w-outbound,with brood,102.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1282
w-outbound,with food,103.267,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1298
maj-s-onbound,,103.433,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1303
w-outbound,with food,103.467,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1304
w-outbound,with food,103.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1312
w-outbound,with food,103.8,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1314
w-outbound,with food,103.967,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1319
w-outbound,with food,104.433,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1333
w-outbound,None,104.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1335
maj-s-onbound,,104.667,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1340
w-outbound,with brood,104.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1342
w-outbound,with food,105.067,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1352
w-outbound,with food,105.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1355
w-outbound,with food,105.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1362
w-outbound,None,105.567,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1367
w-outbound,with food,105.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1377
w-inbound,None,105.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1378
w-outbound,with brood,106.033,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1381
w-outbound,with food,106.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1386
w-outbound,None,106.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1392
w-outbound,with food,106.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1395
min-s-onbound,,106.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1402
w-outbound,with food,106.767,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1403
w-outbound,with brood,106.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1407
maj-s-inbound,,106.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1408
w-outbound,with food,107,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1410
w-outbound,with food,107.267,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1418
min-s-onbound,,107.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1422
w-outbound,None,107.667,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1430
w-outbound,with brood,107.7,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1431
w-inbound,None,107.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1437
w-outbound,with brood,107.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1438
w-outbound,with food,108,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1440
min-s-onbound,,108.3,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1449
w-inbound,None,108.333,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1450
w-outbound,with brood,108.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1459
w-outbound,with food,108.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1467
w-outbound,None,108.967,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1469
w-outbound,None,109.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1475
w-outbound,with food,109.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1485
w-outbound,with food,109.533,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1486
w-outbound,with food,109.767,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1493
w-outbound,with brood,109.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1497
min-s-onbound,,110.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1506
min-s-onbound,,110.233,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1507
w-outbound,None,110.567,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1517
w-outbound,with brood,110.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1519
w-outbound,with food,110.833,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1525
w-outbound,with food,111.067,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1532
w-outbound,with food,111.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1536
w-outbound,with food,111.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1545
w-outbound,None,111.567,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1547
w-outbound,with food,111.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1558
min-s-onbound,,112.033,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1561
w-outbound,None,112.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1566
w-outbound,with food,112.3,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1569
w-inbound,None,112.367,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1571
w-outbound,None,112.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1575
w-outbound,with food,112.667,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1580
w-inbound,None,112.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1582
w-outbound,None,112.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1588
w-inbound,None,113.033,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1591
w-outbound,with food,113.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1596
w-outbound,with food,113.267,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1598
w-outbound,None,113.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1602
w-outbound,with food,113.567,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1607
w-inbound,None,113.7,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1611
w-outbound,with food,113.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1616
w-outbound,None,114.067,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1622
w-outbound,with food,114.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1625
w-outbound,with food,114.467,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1634
w-outbound,None,114.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1642
maj-s-inbound,,114.8,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1644
nymph-outbound,None,114.967,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1649
min-s-onbound,,115.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1656
w-outbound,with food,115.3,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1659
w-outbound,with food,115.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1665
w-outbound,with food,115.633,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1669
w-outbound,with brood,115.7,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1671
maj-s-onbound,,115.8,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1674
w-outbound,with brood,115.9,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1677
w-outbound,None,116.067,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1682
w-outbound,with food,116.167,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1685
w-outbound,with food,116.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1692
w-outbound,with food,116.533,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1696
w-outbound,with food,116.6,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1698
w-outbound,with food,116.833,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1705
w-outbound,None,116.933,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1708
w-outbound,with food,117.2,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1716
w-outbound,with food,117.5,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1725
min-s-onbound,,117.733,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1732
maj-s-inbound,,117.833,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1735
w-outbound,with brood,117.867,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1736
w-outbound,with brood,118,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1740
w-outbound,with food,118.133,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1744
w-outbound,with brood,118.333,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1750
w-outbound,with brood,118.4,videos\Lon_lon_NM23074_nest-emigration_230607_00_clip_2.mp4,1752
